IMEI : 
IMSI : 
Phone Number : 14254691042
Start Time : 2026-01-27 02:41:46
End Time : 2026-01-27 02:45:49
IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[General] Band Classification,[General] Band Classification (formal),[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[NR5G] [Throughput] PUSCH TP,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP,[Call Test] [Common] [Call average] [NR 5G] [BLER] PUSCH BLER
159,1,,,-122.1755133,47.5705350,2026-01-27 02:44:24.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
160,1,,,-122.1755133,47.5705350,2026-01-27 02:44:25.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
161,1,,,-122.1755133,47.5705350,2026-01-27 02:44:26.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
162,1,,,-122.1755133,47.5705350,2026-01-27 02:44:27.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
163,1,,,-122.1755133,47.5705350,2026-01-27 02:44:28.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
164,1,,,-122.1755133,47.5705350,2026-01-27 02:44:29.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
165,1,,,-122.1755133,47.5705350,2026-01-27 02:44:30.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
166,1,,,-122.1755133,47.5705350,2026-01-27 02:44:31.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
167,1,,,-122.1755133,47.5705350,2026-01-27 02:44:32.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
168,1,,,-122.1755133,47.5705350,2026-01-27 02:44:33.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
169,1,,,-122.1755133,47.5705350,2026-01-27 02:44:34.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
170,1,,,-122.1755133,47.5705350,2026-01-27 02:44:35.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
171,1,,,-122.1755133,47.5705350,2026-01-27 02:44:36.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
172,1,,,-122.1755133,47.5705350,2026-01-27 02:44:37.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
173,1,,,-122.1755133,47.5705350,2026-01-27 02:44:38.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
174,1,,,-122.1755133,47.5705350,2026-01-27 02:44:39.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
175,1,,,-122.1755133,47.5705350,2026-01-27 02:44:40.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
176,1,,,-122.1755133,47.5705350,2026-01-27 02:44:41.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
177,1,,,-122.1755133,47.5705350,2026-01-27 02:44:42.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
178,1,,,-122.1755133,47.5705350,2026-01-27 02:44:43.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
179,1,,,-122.1755133,47.5705350,2026-01-27 02:44:44.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
180,1,,,-122.1755133,47.5705350,2026-01-27 02:44:45.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
181,1,,,-122.1755133,47.5705350,2026-01-27 02:44:46.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
182,1,,,-122.1755133,47.5705350,2026-01-27 02:44:47.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
183,1,,,-122.1755133,47.5705350,2026-01-27 02:44:48.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
184,1,,,-122.1755133,47.5705350,2026-01-27 02:44:49.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
185,1,,,-122.1755133,47.5705350,2026-01-27 02:44:50.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
186,1,,,-122.1755133,47.5705350,2026-01-27 02:44:51.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
187,1,,,-122.1755133,47.5705350,2026-01-27 02:44:52.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
188,1,,,-122.1755133,47.5705350,2026-01-27 02:44:53.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
189,1,,,-122.1755133,47.5705350,2026-01-27 02:44:54.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
190,1,,,-122.1755133,47.5705350,2026-01-27 02:44:55.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
191,1,,,-122.1755133,47.5705350,2026-01-27 02:44:56.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
192,1,,,-122.1755133,47.5705350,2026-01-27 02:44:57.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
193,1,,,-122.1755133,47.5705350,2026-01-27 02:44:58.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
194,1,,,-122.1755133,47.5705350,2026-01-27 02:44:59.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
195,1,,,-122.1755133,47.5705350,2026-01-27 02:45:00.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
196,1,,,-122.1755133,47.5705350,2026-01-27 02:45:01.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
197,1,,,-122.1755133,47.5705350,2026-01-27 02:45:02.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
198,1,,,-122.1755133,47.5705350,2026-01-27 02:45:03.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
199,1,,,-122.1755133,47.5705350,2026-01-27 02:45:04.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
200,1,,,-122.1755133,47.5705350,2026-01-27 02:45:05.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
201,1,,,-122.1755133,47.5705350,2026-01-27 02:45:06.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
202,1,,,-122.1755133,47.5705350,2026-01-27 02:45:07.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
203,1,,,-122.1755133,47.5705350,2026-01-27 02:45:08.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
204,1,,,-122.1755133,47.5705350,2026-01-27 02:45:09.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
205,1,,,-122.1755133,47.5705350,2026-01-27 02:45:10.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
206,1,,,-122.1755133,47.5705350,2026-01-27 02:45:11.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
207,1,,,-122.1755133,47.5705350,2026-01-27 02:45:12.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
208,1,,,-122.1755133,47.5705350,2026-01-27 02:45:13.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
209,1,,,-122.1755133,47.5705350,2026-01-27 02:45:14.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
210,1,,,-122.1755133,47.5705350,2026-01-27 02:45:15.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
211,1,,,-122.1755133,47.5705350,2026-01-27 02:45:16.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
212,1,,,-122.1755133,47.5705350,2026-01-27 02:45:17.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
213,1,,,-122.1755133,47.5705350,2026-01-27 02:45:18.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
214,1,,,-122.1755133,47.5705350,2026-01-27 02:45:19.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
215,1,,,-122.1755133,47.5705350,2026-01-27 02:45:20.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
216,1,,,-122.1755133,47.5705350,2026-01-27 02:45:21.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
217,1,,,-122.1755133,47.5705350,2026-01-27 02:45:22.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
218,1,,,-122.1755133,47.5705350,2026-01-27 02:45:23.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
219,1,,,-122.1755133,47.5705350,2026-01-27 02:45:24.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
220,1,,,-122.1755133,47.5705350,2026-01-27 02:45:25.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
221,1,,,-122.1755133,47.5705350,2026-01-27 02:45:26.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
222,1,,,-122.1755133,47.5705350,2026-01-27 02:45:27.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
223,1,,,-122.1755133,47.5705350,2026-01-27 02:45:28.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
224,1,,,-122.1755133,47.5705350,2026-01-27 02:45:29.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
225,1,,,-122.1755133,47.5705350,2026-01-27 02:45:30.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
226,1,,,-122.1755133,47.5705350,2026-01-27 02:45:31.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
227,1,,,-122.1755133,47.5705350,2026-01-27 02:45:32.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
228,1,,,-122.1755133,47.5705350,2026-01-27 02:45:33.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
229,1,,,-122.1755133,47.5705350,2026-01-27 02:45:34.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
230,1,,,-122.1755133,47.5705350,2026-01-27 02:45:35.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
231,1,,,-122.1755133,47.5705350,2026-01-27 02:45:36.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
232,1,,,-122.1755133,47.5705350,2026-01-27 02:45:37.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
233,1,,,-122.1755133,47.5705350,2026-01-27 02:45:38.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
234,1,,,-122.1755133,47.5705350,2026-01-27 02:45:39.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
235,1,,,-122.1755133,47.5705350,2026-01-27 02:45:40.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
236,1,,,-122.1755133,47.5705350,2026-01-27 02:45:41.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
237,1,,,-122.1755133,47.5705350,2026-01-27 02:45:42.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
238,1,,,-122.1755133,47.5705350,2026-01-27 02:45:43.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
239,1,,,-122.1755133,47.5705350,2026-01-27 02:45:44.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
240,1,,,-122.1755133,47.5705350,2026-01-27 02:45:45.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
241,1,,,-122.1755133,47.5705350,2026-01-27 02:45:46.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
242,1,,,-122.1755133,47.5705350,2026-01-27 02:45:47.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
243,1,,,-122.1755133,47.5705350,2026-01-27 02:45:48.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
244,1,,,-122.1755133,47.5705350,2026-01-27 02:45:49.000,_20260126_184026_CH02_TMO_5GA_app dl 30m_L2_SEA.dml,,,,,,,,,,,,,
