[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Longitude,[General] [GPS] Latitude,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [Throughput] Application UL TP,[General] [GPS] Accumulated Distance,[NR5G] [Power] Tx power (Total Actual)
,NR SA,-122.357302,47.144852,583,-104.150000,9.400000,0.000,2.200000,21.400000
,NR SA,-122.357302,47.144908,583,-101.850000,6.730000,8.388,2.200000,21.300000
,NR SA,-122.357303,47.144958,583,-99.930000,8.910000,0.000,2.200000,21.300000
,NR SA,-122.357307,47.145005,583,-102.420000,6.630000,,2.200000,21.400000
,NR SA,-122.357307,47.145052,583,-102.850000,6.200000,3.761,2.200000,21.600000
,NR SA,-122.357307,47.145108,583,-105.350000,6.230000,,2.200000,21.300000
,NR SA,-122.357303,47.145177,583,-103.100000,5.200000,,2.200000,22.000000
,NR SA,-122.357302,47.145260,583,-101.480000,8.670000,,2.200000,22.200000
,NR SA,-122.357297,47.145362,583,-103.170000,4.980000,,2.200000,22.600000
,NR SA,-122.357292,47.145478,583,-102.940000,6.320000,,2.200000,22.000000
,NR SA,-122.357288,47.145603,583,-102.800000,9.280000,,2.300000,22.500000
,NR SA,-122.357285,47.145733,583,-102.690000,9.880000,,2.300000,22.100000
,NR SA,-122.357282,47.145865,583,-98.360000,10.670000,,2.300000,20.700000
,NR SA,-122.357275,47.145992,583,-103.910000,7.180000,,2.300000,21.900000
,NR SA,-122.357270,47.146118,583,-101.480000,6.560000,,2.300000,22.000000
,NR SA,-122.357267,47.146247,583,-103.480000,7.080000,10.485,2.300000,21.300000
,NR SA,-122.357260,47.146385,583,-102.250000,7.410000,10.485,2.300000,21.300000
,NR SA,-122.357255,47.146532,583,-102.050000,5.320000,9.437,2.400000,21.300000
,NR SA,-122.357248,47.146687,583,-99.770000,9.630000,10.485,2.400000,21.300000
,NR SA,-122.357242,47.146843,583,-97.250000,10.510000,9.437,2.400000,21.200000
,NR SA,-122.357235,47.146998,583,-100.180000,8.480000,10.485,2.400000,21.300000
,NR SA,-122.357228,47.147150,583,-101.400000,6.530000,4.194,2.400000,21.500000
,NR SA,-122.357220,47.147297,583,-101.460000,5.310000,0.000,2.500000,21.400000
,NR SA,-122.357213,47.147435,583,-107.090000,-1.980000,0.000,2.500000,21.700000
,NR SA,-122.357210,47.147568,583,-112.240000,-3.830000,0.000,2.500000,21.800000
,NR SA,-122.357207,47.147695,583,-107.620000,-1.500000,0.000,2.500000,21.500000
,NR SA,-122.357203,47.147822,583,-111.180000,-4.340000,0.000,2.500000,21.600000
,NR SA,-122.357200,47.147947,583,-108.200000,-1.680000,,2.500000,21.500000
,NR SA,-122.357195,47.148067,583,-105.270000,-3.840000,,2.500000,21.400000
,NR SA,-122.357190,47.148182,583,-108.580000,-8.070000,,2.500000,21.500000
,NR SA,-122.357188,47.148288,583,-107.330000,-5.680000,,2.600000,21.400000
,NR SA,-122.357185,47.148383,583,-109.050000,-4.380000,0.233,2.600000,21.300000
,NR SA,-122.357180,47.148470,583,-118.820000,-9.740000,,2.600000,22.400000
,NR SA,-122.357177,47.148547,583,-113.180000,-9.180000,,2.600000,22.200000
,NR SA,-122.357175,47.148612,583,-110.080000,-5.430000,,2.600000,22.900000
,NR SA,-122.357175,47.148660,583,-112.060000,-8.340000,,2.600000,22.700000
,NR SA,-122.357173,47.148692,583,-123.490000,-13.370000,,2.600000,22.500000
,NR SA,-122.357170,47.148710,583,-121.130000,-12.100000,,2.600000,22.500000
,NR SA,-122.357167,47.148712,583,-110.740000,-14.180000,,2.600000,24.000000
,NR SA,-122.357163,47.148698,583,-124.370000,-17.430000,,2.600000,
,NR SA,-122.357162,47.148693,583,-108.640000,-22.760000,,2.600000,
,NR SA,-122.357158,47.148687,583,-106.860000,-13.780000,,2.600000,17.100000
,NR SA,-122.357160,47.148688,583,-129.900000,-22.030000,,2.600000,24.000000
,NR SA,-122.357158,47.148687,583,-112.490000,-24.570000,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,NR SA,-122.357158,47.148687,583,-128.180000,-22.330000,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357158,47.148687,,,,,2.600000,
,No Service,-122.357145,47.148703,,,,,2.600000,
,No Service,-122.357140,47.148723,,,-12.860000,,2.600000,
,No Service,-122.357135,47.148765,,,-6.060000,,2.600000,
,No Service,-122.357130,47.148823,,,,,2.600000,
,No Service,-122.357127,47.148897,,,,,2.600000,
,No Service,-122.357125,47.148982,,,,,2.600000,
,No Service,-122.357125,47.149080,,,,,2.700000,
,NR SA,-122.357130,47.149190,583,-104.010000,-3.870000,,2.700000,22.400000
,NR SA,-122.357135,47.149308,583,-101.190000,-4.370000,,2.700000,22.700000
,NR SA,-122.357137,47.149428,583,-105.430000,-7.910000,,2.700000,22.500000
,NR SA,-122.357137,47.149548,583,-115.760000,-9.730000,,2.700000,21.900000
,NR SA,-122.357135,47.149663,583,-111.300000,-8.580000,,2.700000,23.900000
,NR SA,-122.357140,47.149775,583,-110.560000,-9.330000,,2.700000,17.900000
,NR SA,-122.357150,47.149882,583,-115.430000,-13.430000,,2.700000,24.000000
,No Service,-122.357160,47.149982,,,,,2.800000,
,No Service,-122.357165,47.150077,,,,,2.800000,
,No Service,-122.357168,47.150170,,,,,2.800000,
,No Service,-122.357172,47.150253,,,,,2.800000,
,NR SA,-122.357173,47.150327,583,-105.660000,-13.770000,,2.800000,
,NR SA,-122.357173,47.150388,583,-126.080000,-11.660000,,2.800000,
,No Service,-122.357173,47.150437,,,,,2.800000,
,No Service,-122.357172,47.150475,,,,,2.800000,
,No Service,-122.357173,47.150500,,,,,2.800000,
,No Service,-122.357177,47.150512,,,,,2.800000,
,No Service,-122.357180,47.150513,,,,,2.800000,
,No Service,-122.357182,47.150510,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-100.720000,-3.500000,,2.800000,20.900000
,NR SA,-122.357180,47.150507,583,-100.670000,-5.260000,,2.800000,21.700000
,NR SA,-122.357180,47.150507,583,-121.420000,-16.540000,,2.800000,21.600000
,NR SA,-122.357180,47.150507,583,-108.420000,-8.170000,,2.800000,21.800000
,NR SA,-122.357180,47.150507,583,-105.240000,-6.180000,,2.800000,17.100000
,NR SA,-122.357180,47.150507,583,-107.600000,-6.250000,,2.800000,19.100000
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-100.480000,-5.120000,,2.800000,
,NR SA,-122.357180,47.150507,583,-102.190000,-3.650000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-102.660000,-11.130000,,2.800000,
,NR SA,-122.357180,47.150507,583,-100.810000,-11.910000,,2.800000,
,NR SA,-122.357180,47.150507,583,-105.460000,-11.470000,,2.800000,
,NR SA,-122.357180,47.150507,583,-107.900000,-16.880000,,2.800000,
,NR SA,-122.357180,47.150507,583,-107.380000,-18.830000,,2.800000,9.000000
,NR SA,-122.357180,47.150507,583,-136.690000,-20.240000,,2.800000,21.000000
,NR SA,-122.357180,47.150507,583,-151.070000,-30.100000,,2.800000,
,NR SA,-122.357180,47.150507,583,-111.330000,-27.090000,,2.800000,
,NR SA,-122.357180,47.150507,583,-105.410000,-14.420000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-153.160000,-30.100000,,2.800000,
,NR SA,-122.357180,47.150507,583,-116.380000,-13.380000,,2.800000,
,NR SA,-122.357180,47.150507,583,-109.750000,-19.310000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-110.390000,-14.080000,,2.800000,
,NR SA,-122.357180,47.150507,583,-107.060000,-18.570000,,2.800000,24.000000
,NR SA,-122.357180,47.150507,583,-121.130000,-18.110000,,2.800000,24.000000
,NR SA,-122.357180,47.150507,583,-152.060000,-23.110000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-107.840000,-21.650000,,2.800000,
,NR SA,-122.357180,47.150507,583,-105.150000,-14.790000,,2.800000,
,NR SA,-122.357180,47.150507,583,-117.720000,-11.070000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-117.840000,-20.100000,,2.800000,
,NR SA,-122.357180,47.150507,583,-153.850000,-19.310000,,2.800000,
,NR SA,-122.357180,47.150507,583,-124.110000,-14.540000,,2.800000,
,NR SA,-122.357180,47.150507,583,-154.200000,-21.650000,,2.800000,
,NR SA,-122.357180,47.150507,583,-152.750000,-15.170000,,2.800000,24.000000
,NR SA,-122.357180,47.150507,583,-155.140000,-11.910000,,2.800000,
,NR SA,-122.357180,47.150507,583,-155.950000,-11.130000,,2.800000,
,NR SA,-122.357180,47.150507,583,-156.000000,-21.070000,,2.800000,
,NR SA,-122.357180,47.150507,,,,,2.800000,
,NR SA,-122.357180,47.150507,583,-156.000000,-11.590000,,2.800000,
,NR SA,-122.357180,47.150507,583,-123.400000,-16.880000,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
,No Service,-122.357180,47.150507,,,,,2.800000,
