[Mobile Info] IMEI,[General] Serving Network,[General] [GPS] Longitude,[General] [GPS] Latitude,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [Throughput] Application UL TP,[General] [GPS] Accumulated Distance,[NR5G] [Power] Tx power (Total Actual)
,NR SA,-122.357333,47.150918,583,-101.040000,-3.530000,0.000,3.300000,22.900000
,NR SA,-122.357333,47.150918,583,-100.260000,-4.480000,0.000,3.300000,22.400000
,NR SA,-122.357333,47.150918,583,-103.230000,-5.820000,0.000,3.300000,22.200000
,NR SA,-122.357333,47.150918,583,-103.560000,-7.710000,0.000,3.300000,22.200000
,NR SA,-122.357333,47.150918,583,-102.800000,-6.120000,0.000,3.300000,22.300000
,NR SA,-122.357333,47.150918,583,-103.480000,-5.160000,0.000,3.300000,22.200000
,NR SA,-122.357333,47.150918,583,-101.440000,-5.300000,0.000,3.300000,22.700000
,NR SA,-122.357333,47.150918,,,,0.000,3.300000,
,NR SA,-122.357333,47.150918,,,,0.000,3.300000,
,NR SA,-122.357333,47.150918,,,,0.000,3.300000,
,NR SA,-122.357333,47.150918,,,,,3.300000,
,NR SA,-122.357333,47.150918,,,,,3.300000,
,No Service,-122.357333,47.150918,,,,,3.300000,
,No Service,-122.357333,47.150918,,,,,3.300000,
,No Service,-122.357333,47.150918,,,,,3.300000,
,NR SA,-122.357333,47.150918,583,-103.590000,-4.030000,,3.300000,21.700000
,NR SA,-122.357333,47.150918,583,-102.340000,-4.940000,,3.300000,22.500000
,NR SA,-122.357333,47.150918,583,-103.400000,-6.680000,,3.300000,22.600000
,NR SA,-122.357333,47.150918,583,-105.970000,-7.580000,,3.300000,22.500000
,NR SA,-122.357333,47.150918,583,-101.430000,-7.080000,,3.300000,22.900000
,NR SA,-122.357333,47.150918,583,-102.020000,-10.350000,,3.300000,22.400000
,NR SA,-122.357333,47.150918,583,-100.900000,-3.750000,,3.300000,22.600000
,NR SA,-122.357333,47.150918,583,-102.200000,-4.520000,,3.300000,18.200000
,NR SA,-122.357333,47.150918,583,-101.310000,-5.280000,,3.300000,22.200000
,NR SA,-122.357333,47.150918,583,-100.000000,-5.510000,,3.300000,22.500000
,NR SA,-122.357333,47.150918,583,-100.160000,-3.970000,,3.300000,22.200000
,NR SA,-122.357333,47.150918,583,-101.460000,-3.730000,,3.300000,22.300000
,NR SA,-122.357333,47.150918,583,-105.620000,-5.240000,,3.300000,22.300000
,NR SA,-122.357333,47.150918,583,-105.170000,-4.210000,,3.300000,22.300000
,NR SA,-122.357333,47.150918,583,-100.230000,-2.580000,,3.300000,22.500000
,NR SA,-122.357333,47.150918,583,-100.240000,-3.180000,,3.300000,17.700000
,NR SA,-122.357333,47.150918,583,-99.680000,-0.580000,,3.300000,15.500000
,NR SA,-122.357333,47.150918,583,-105.770000,-5.870000,,3.300000,20.800000
,NR SA,-122.357318,47.150908,,,,,3.300000,
,NR SA,-122.357318,47.150895,583,-107.880000,-3.250000,,3.300000,
,NR SA,-122.357317,47.150865,583,-98.880000,-2.840000,,3.300000,
,NR SA,-122.357318,47.150803,583,-97.770000,-4.230000,,3.300000,
,NR SA,-122.357317,47.150695,583,-100.730000,-2.840000,,3.300000,
,NR SA,-122.357323,47.150543,,,,,3.400000,
,NR SA,-122.357335,47.150372,583,-100.080000,-5.180000,,3.400000,
,NR SA,-122.357337,47.150198,583,-101.020000,-6.740000,,3.400000,
,NR SA,-122.357335,47.150042,583,-99.060000,-5.840000,,3.400000,
,NR SA,-122.357327,47.149883,583,-139.790000,-15.390000,,3.400000,15.900000
,NR SA,-122.357315,47.149720,583,-133.730000,-15.640000,,3.400000,24.000000
,NR SA,-122.357312,47.149550,583,-108.020000,-7.800000,,3.500000,
,NR SA,-122.357313,47.149372,583,-108.160000,-12.700000,,3.500000,
,NR SA,-122.357315,47.149185,583,-100.870000,-0.120000,,3.500000,
,NR SA,-122.357317,47.148997,,,,,3.500000,
,NR SA,-122.357323,47.148805,583,-102.040000,-5.620000,,3.600000,
,NR SA,-122.357332,47.148613,583,-103.060000,-3.900000,,3.600000,13.000000
,NR SA,-122.357342,47.148422,583,-101.880000,2.520000,,3.600000,21.400000
,NR SA,-122.357348,47.148228,583,-94.180000,1.800000,10.485,3.600000,19.600000
,NR SA,-122.357353,47.148033,583,-92.510000,0.450000,6.291,3.600000,18.900000
,NR SA,-122.357360,47.147838,583,-102.790000,-3.550000,0.000,3.700000,21.000000
,NR SA,-122.357367,47.147640,583,-103.310000,-0.120000,0.000,3.700000,22.100000
,NR SA,-122.357375,47.147443,583,-97.200000,5.940000,0.000,3.700000,21.000000
,NR SA,-122.357382,47.147245,583,-95.820000,7.170000,6.291,3.700000,21.000000
,NR SA,-122.357390,47.147045,583,-94.430000,8.500000,5.242,3.700000,21.100000
,NR SA,-122.357397,47.146845,583,-97.300000,6.850000,0.000,3.800000,21.200000
,NR SA,-122.357402,47.146647,583,-98.590000,6.080000,6.291,3.800000,21.600000
,NR SA,-122.357407,47.146450,583,-100.860000,4.880000,0.000,3.800000,21.300000
,NR SA,-122.357412,47.146257,583,-97.030000,9.790000,5.242,3.800000,21.200000
,NR SA,-122.357413,47.146063,583,-96.200000,9.120000,0.000,3.900000,21.100000
,NR SA,-122.357418,47.145870,583,-100.900000,7.870000,,3.900000,21.200000
,NR SA,-122.357422,47.145680,583,-102.760000,8.120000,,3.900000,21.100000
,NR SA,-122.357428,47.145492,583,-101.220000,8.860000,3.009,3.900000,21.100000
,NR SA,-122.357433,47.145307,583,-98.530000,11.110000,,3.900000,21.100000
,NR SA,-122.357440,47.145122,583,-94.960000,11.990000,,4.000000,19.800000
,NR SA,-122.357447,47.144935,583,-99.180000,8.000000,,4.000000,20.800000
,NR SA,-122.357455,47.144750,583,-98.240000,10.970000,,4.000000,20.400000
,NR SA,-122.357458,47.144567,583,-90.240000,14.530000,,4.000000,19.000000
,NR SA,-122.357460,47.144385,583,-92.210000,16.060000,,4.000000,20.300000
,NR SA,-122.357460,47.144202,583,-93.820000,14.130000,,4.100000,20.800000
,NR SA,-122.357458,47.144020,583,-91.620000,16.520000,,4.100000,19.800000
,NR SA,-122.357455,47.143840,583,-91.450000,18.740000,,4.100000,19.300000
,NR SA,-122.357453,47.143660,583,-92.940000,17.120000,,4.100000,20.500000
,NR SA,-122.357452,47.143485,583,-94.290000,12.010000,10.485,4.100000,21.000000
,NR SA,-122.357448,47.143312,583,-93.090000,13.140000,10.485,4.200000,21.000000
,NR SA,-122.357452,47.143148,583,-89.500000,19.150000,9.437,4.200000,21.000000
,NR SA,-122.357455,47.142988,583,-95.750000,15.710000,10.485,4.200000,21.000000
,NR SA,-122.357462,47.142835,583,-95.260000,17.440000,9.437,4.200000,21.100000
,NR SA,-122.357467,47.142688,583,-94.400000,17.230000,10.485,4.200000,21.100000
,NR SA,-122.357468,47.142547,583,-89.710000,22.660000,9.437,4.200000,21.100000
,NR SA,-122.357468,47.142418,583,-92.240000,18.670000,10.485,4.300000,21.100000
,NR SA,-122.357463,47.142302,583,-94.140000,19.380000,9.437,4.300000,21.100000
,NR SA,-122.357457,47.142193,583,-89.260000,20.570000,10.485,4.300000,21.100000
,NR SA,-122.357457,47.142095,583,-86.970000,21.010000,9.437,4.300000,21.000000
,NR SA,-122.357455,47.142000,583,-92.110000,18.350000,10.485,4.300000,21.100000
,NR SA,-122.357457,47.141908,583,-96.430000,18.430000,9.437,4.300000,21.100000
,NR SA,-122.357458,47.141820,583,-94.330000,19.490000,,4.300000,20.600000
,NR SA,-122.357460,47.141733,583,-89.420000,24.840000,,4.300000,18.400000
,NR SA,-122.357468,47.141657,583,-94.460000,19.100000,,4.300000,20.000000
,NR SA,-122.357468,47.141588,583,-89.030000,22.460000,,4.400000,18.400000
,NR SA,-122.357468,47.141530,583,-92.120000,23.460000,,4.400000,19.700000
,NR SA,-122.357470,47.141483,583,-89.640000,21.980000,,4.400000,18.700000
,NR SA,-122.357468,47.141442,583,-94.770000,21.880000,,4.400000,19.800000
,NR SA,-122.357467,47.141410,583,-93.480000,23.970000,,4.400000,20.200000
,NR SA,-122.357467,47.141387,583,-92.330000,21.850000,,4.400000,17.700000
,NR SA,-122.357470,47.141375,583,-95.310000,20.280000,,4.400000,19.900000
,NR SA,-122.357475,47.141368,583,-90.820000,22.260000,10.485,4.400000,20.200000
,NR SA,-122.357480,47.141367,583,-90.140000,22.860000,10.485,4.400000,19.400000
,NR SA,-122.357475,47.141370,583,-89.530000,23.880000,9.437,4.400000,19.900000
,NR SA,-122.357482,47.141375,583,-95.380000,19.020000,10.485,4.400000,20.300000
,NR SA,-122.357482,47.141375,583,-95.500000,18.880000,9.437,4.400000,20.900000
,NR SA,-122.357482,47.141375,583,-94.830000,19.870000,10.485,4.400000,21.000000
,NR SA,-122.357480,47.141367,583,-93.090000,19.190000,9.437,4.400000,21.100000
,NR SA,-122.357478,47.141355,583,-96.760000,20.440000,10.485,4.400000,21.100000
,NR SA,-122.357478,47.141347,583,-94.860000,21.440000,9.437,4.400000,21.100000
,NR SA,-122.357480,47.141343,583,-95.310000,21.610000,10.485,4.400000,21.000000
,NR SA,-122.357483,47.141340,583,-95.650000,23.140000,9.437,4.400000,21.000000
,NR SA,-122.357488,47.141342,583,-95.120000,22.680000,10.485,4.400000,20.900000
,NR SA,-122.357492,47.141347,583,-91.450000,24.030000,9.437,4.400000,20.900000
,NR SA,-122.357495,47.141350,583,-92.220000,23.670000,,4.400000,20.000000
,NR SA,-122.357495,47.141350,583,-95.470000,19.030000,,4.400000,22.300000
,NR SA,-122.357495,47.141350,583,-94.420000,21.320000,,4.400000,23.000000
,NR SA,-122.357495,47.141350,583,-93.880000,21.310000,,4.400000,22.500000
,NR SA,-122.357495,47.141350,583,-91.980000,22.220000,,4.400000,20.900000
,NR SA,-122.357495,47.141350,583,-94.930000,21.610000,,4.400000,19.600000
,NR SA,-122.357495,47.141350,583,-94.400000,19.980000,,4.400000,
,NR SA,-122.357495,47.141350,,,,,4.400000,
,NR SA,-122.357495,47.141350,,,,,4.400000,
,NR SA,-122.357495,47.141350,583,-92.820000,20.730000,,4.400000,
,NR SA,-122.357495,47.141350,583,-90.180000,23.120000,,4.400000,14.200000
,NR SA,-122.357495,47.141350,583,-92.160000,22.660000,,4.400000,19.500000
,NR SA,-122.357495,47.141350,583,-93.400000,20.190000,10.485,4.400000,20.700000
,NR SA,-122.357495,47.141350,583,-94.280000,21.300000,10.485,4.400000,20.400000
,NR SA,-122.357495,47.141350,583,-95.140000,21.360000,9.437,4.400000,20.700000
,NR SA,-122.357495,47.141350,583,-95.440000,21.830000,10.485,4.400000,20.900000
,NR SA,-122.357495,47.141350,583,-93.350000,22.880000,9.437,4.400000,21.000000
,NR SA,-122.357495,47.141350,583,-92.420000,23.600000,10.485,4.400000,20.800000
,NR SA,-122.357495,47.141350,583,-93.030000,22.510000,9.437,4.400000,20.800000
,NR SA,-122.357495,47.141350,583,-93.920000,22.070000,10.485,4.400000,20.800000
,NR SA,-122.357495,47.141350,583,-92.040000,23.370000,9.437,4.400000,20.700000
,NR SA,-122.357495,47.141350,583,-91.550000,21.110000,10.485,4.400000,20.700000
,NR SA,-122.357495,47.141350,583,-94.870000,21.630000,9.437,4.400000,21.000000
,NR SA,-122.357495,47.141350,583,-95.370000,21.400000,10.485,4.400000,21.100000
,NR SA,-122.357495,47.141350,583,-93.350000,20.350000,9.437,4.400000,20.600000
,NR SA,-122.357510,47.141345,583,-96.290000,17.710000,,4.400000,21.100000
,NR SA,-122.357510,47.141345,583,-92.160000,20.710000,,4.400000,18.300000
,NR SA,-122.357510,47.141342,583,-90.450000,23.830000,,4.400000,19.500000
,NR SA,-122.357507,47.141328,583,-91.380000,23.290000,,4.400000,19.300000
,NR SA,-122.357508,47.141315,583,-87.960000,24.680000,,4.400000,17.600000
,NR SA,-122.357510,47.141298,583,-87.850000,25.920000,,4.400000,17.900000
,NR SA,-122.357512,47.141237,583,-89.880000,25.430000,,4.400000,18.900000
,NR SA,-122.357510,47.141170,583,-87.850000,25.030000,,4.400000,18.500000
,NR SA,-122.357508,47.141100,583,-90.120000,22.930000,,4.400000,15.600000
,NR SA,-122.357507,47.141023,583,-90.920000,18.120000,,4.400000,18.900000
,NR SA,-122.357505,47.140940,583,-88.900000,23.190000,,4.400000,20.700000
,NR SA,-122.357505,47.140855,583,-87.980000,25.590000,10.485,4.400000,20.100000
,NR SA,-122.357503,47.140768,583,-89.060000,24.380000,10.485,4.500000,20.000000
,NR SA,-122.357503,47.140675,583,-92.520000,22.090000,9.437,4.500000,20.600000
,NR SA,-122.357498,47.140578,583,-91.180000,22.950000,10.485,4.500000,20.700000
,NR SA,-122.357493,47.140475,583,-89.700000,25.150000,9.437,4.500000,20.200000
,NR SA,-122.357490,47.140367,583,-90.840000,23.570000,10.485,4.500000,20.100000
,NR SA,-122.357488,47.140253,583,-87.680000,26.170000,9.437,4.500000,19.200000
,NR SA,-122.357482,47.140133,583,-85.390000,27.050000,10.485,4.500000,18.500000
,NR SA,-122.357480,47.140013,583,-83.990000,28.080000,9.437,4.500000,16.600000
,NR SA,-122.357480,47.139892,583,-78.830000,29.430000,10.485,4.500000,15.300000
,NR SA,-122.357478,47.139772,583,-80.720000,28.300000,9.437,4.600000,15.500000
,NR SA,-122.357477,47.139653,583,-84.360000,27.300000,10.485,4.600000,17.700000
,NR SA,-122.357475,47.139533,583,-84.990000,28.520000,9.437,4.600000,17.200000
,NR SA,-122.357475,47.139408,583,-82.880000,29.780000,,4.600000,15.100000
,NR SA,-122.357473,47.139282,583,-83.830000,29.120000,,4.600000,16.300000
,NR SA,-122.357472,47.139153,583,-83.470000,30.120000,,4.600000,18.600000
,NR SA,-122.357473,47.139022,583,-81.150000,28.960000,,4.600000,14.300000
,NR SA,-122.357475,47.138888,583,-81.220000,28.660000,,4.700000,15.400000
,NR SA,-122.357477,47.138753,583,-82.420000,28.330000,,4.700000,14.900000
,NR SA,-122.357478,47.138613,583,-81.370000,30.280000,,4.700000,15.100000
,NR SA,-122.357478,47.138465,583,-82.040000,30.430000,,4.700000,15.800000
,NR SA,-122.357475,47.138310,583,-83.080000,28.790000,,4.700000,15.400000
,NR SA,-122.357472,47.138153,583,-82.340000,29.080000,,4.700000,15.700000
,NR SA,-122.357472,47.137997,583,-82.280000,29.890000,10.485,4.800000,17.300000
,NR SA,-122.357472,47.137840,583,-80.650000,29.830000,10.485,4.800000,16.200000
,NR SA,-122.357470,47.137687,583,-80.960000,29.630000,9.437,4.800000,16.500000
,NR SA,-122.357470,47.137535,583,-79.850000,30.820000,10.485,4.800000,15.600000
,NR SA,-122.357472,47.137380,583,-80.570000,30.010000,9.437,4.800000,15.300000
,NR SA,-122.357472,47.137222,583,-81.990000,28.680000,10.485,4.800000,16.300000
,NR SA,-122.357470,47.137060,583,-83.430000,29.010000,9.437,4.900000,18.000000
,NR SA,-122.357467,47.136897,583,-82.550000,28.200000,10.485,4.900000,17.800000
,NR SA,-122.357465,47.136732,583,-81.090000,30.710000,9.437,4.900000,17.000000
,NR SA,-122.357465,47.136572,583,-79.480000,32.030000,10.485,4.900000,17.000000
,NR SA,-122.357467,47.136417,583,-79.930000,31.090000,9.437,4.900000,16.800000
,NR SA,-122.357467,47.136258,583,-80.850000,30.140000,10.485,5.000000,16.900000
,NR SA,-122.357467,47.136098,583,-82.960000,28.470000,9.437,5.000000,17.400000
,NR SA,-122.357467,47.135935,583,-81.210000,28.030000,,5.000000,15.200000
,NR SA,-122.357467,47.135770,583,-83.250000,25.980000,,5.000000,15.900000
,NR SA,-122.357467,47.135607,583,-82.550000,26.770000,,5.000000,15.100000
,NR SA,-122.357467,47.135445,583,-77.410000,31.380000,,5.000000,11.000000
,NR SA,-122.357468,47.135285,583,-75.760000,31.420000,,5.100000,10.100000
,NR SA,-122.357470,47.135128,583,-72.520000,31.130000,,5.100000,9.800000
,NR SA,-122.357473,47.134975,583,-73.970000,30.440000,,5.100000,9.900000
,NR SA,-122.357477,47.134825,583,-76.650000,30.240000,,5.100000,11.700000
,NR SA,-122.357480,47.134677,583,-78.570000,30.810000,,5.100000,13.600000
,NR SA,-122.357483,47.134527,583,-79.030000,29.970000,,5.100000,12.600000
,NR SA,-122.357485,47.134375,583,-77.650000,29.970000,,5.200000,14.900000
,NR SA,-122.357485,47.134220,583,-80.000000,28.770000,10.485,5.200000,15.100000
,NR SA,-122.357487,47.134062,583,-80.290000,27.470000,10.485,5.200000,16.100000
,NR SA,-122.357488,47.133900,583,-82.790000,26.220000,9.437,5.200000,16.300000
,NR SA,-122.357492,47.133737,583,-80.460000,27.980000,10.485,5.200000,16.300000
,NR SA,-122.357492,47.133572,583,-85.040000,25.490000,9.437,5.300000,17.000000
,NR SA,-122.357492,47.133402,583,-84.060000,25.190000,10.485,5.300000,17.600000
,NR SA,-122.357490,47.133230,583,-82.910000,25.080000,9.437,5.300000,16.200000
,NR SA,-122.357490,47.133053,583,-80.460000,26.440000,10.485,5.300000,16.600000
,NR SA,-122.357492,47.132877,583,-79.820000,27.380000,9.437,5.300000,15.400000
,NR SA,-122.357492,47.132698,583,-79.580000,26.840000,10.485,5.300000,15.500000
,NR SA,-122.357492,47.132518,583,-75.290000,28.890000,9.437,5.400000,13.600000
,NR SA,-122.357492,47.132338,583,-72.980000,30.650000,10.485,5.400000,12.500000
,NR SA,-122.357487,47.132158,583,-72.570000,30.500000,9.437,5.400000,10.600000
,NR SA,-122.357480,47.131983,583,-75.830000,29.530000,,5.400000,10.000000
,NR SA,-122.357478,47.131815,583,-76.440000,29.630000,,5.400000,9.100000
,NR SA,-122.357478,47.131652,583,-73.120000,29.660000,,5.500000,6.200000
,NR SA,-122.357475,47.131492,583,-71.370000,30.040000,,5.500000,5.100000
,NR SA,-122.357473,47.131335,583,-69.690000,29.860000,,5.500000,4.300000
,NR SA,-122.357470,47.131175,583,-70.940000,29.610000,,5.500000,5.400000
,NR SA,-122.357468,47.131015,583,-72.650000,28.450000,,5.500000,8.700000
,NR SA,-122.357468,47.130853,583,-78.240000,26.210000,,5.600000,9.200000
,NR SA,-122.357467,47.130693,583,-80.790000,26.390000,,5.600000,10.600000
,NR SA,-122.357467,47.130532,583,-76.570000,25.050000,,5.600000,6.500000
,NR SA,-122.357467,47.130368,583,-73.120000,24.020000,10.485,5.600000,9.100000
,NR SA,-122.357468,47.130207,583,-72.340000,25.370000,10.485,5.600000,10.000000
,NR SA,-122.357470,47.130042,583,-75.150000,27.590000,9.437,5.600000,13.100000
,NR SA,-122.357467,47.129882,583,-74.810000,26.580000,10.485,5.700000,12.600000
,NR SA,-122.357465,47.129722,583,-79.380000,25.250000,9.437,5.700000,14.800000
,NR SA,-122.357467,47.129567,583,-84.140000,25.040000,10.485,5.700000,16.100000
,NR SA,-122.357465,47.129410,583,-79.320000,26.440000,9.437,5.700000,14.200000
,NR SA,-122.357458,47.129253,583,-79.180000,26.480000,10.485,5.700000,14.400000
,NR SA,-122.357458,47.129100,583,-77.560000,27.070000,9.437,5.700000,14.400000
,NR SA,-122.357458,47.128947,583,-78.390000,25.440000,10.485,5.800000,12.800000
,NR SA,-122.357453,47.128802,583,-79.450000,24.710000,9.437,5.800000,11.300000
,NR SA,-122.357445,47.128665,583,-68.240000,26.820000,10.485,5.800000,-1.300000
,NR SA,-122.357437,47.128545,583,-68.880000,28.820000,9.437,5.800000,0.900000
,NR SA,-122.357430,47.128445,583,-69.310000,29.760000,,5.800000,-3.700000
,NR SA,-122.357425,47.128365,583,-71.270000,27.530000,,5.800000,-3.100000
,NR SA,-122.357422,47.128308,583,-69.600000,24.600000,,5.800000,-4.100000
,NR SA,-122.357418,47.128275,583,-72.430000,25.040000,,5.800000,-3.100000
,NR SA,-122.357415,47.128255,583,-72.800000,25.770000,,5.800000,-4.700000
,NR SA,-122.357410,47.128243,583,-75.150000,26.270000,,5.800000,0.800000
